geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	w1118_vs_sdPc_change
Cyp301a1	53.6465558089378	-1.32515878404011	0.337170761771859	-3.93023041819015	8.48644956132741e-05	0.000383166647470177	depleted in absence of sd and Pc
CG30054	23.9454237061991	1.11352970487704	0.447607716060417	2.48773572242606	0.0128559225799849	0.032393541764041	enriched in absence of sd and Pc
CG17760	20.2220154885832	-1.48600404324547	0.546110841174217	-2.72106673445695	0.00650716235916533	0.0180462053241571	depleted in absence of sd and Pc
CG8646	12.3455068023315	-4.0234488355607	0.797478969465664	-5.04520995488638	4.53023632077394e-07	3.3612114104767e-06	depleted in absence of sd and Pc
Obp49a	15.1354861324379	-3.23524148811624	1.12874599295433	-2.8662263328603	0.00415397141402629	0.0122414859367445	depleted in absence of sd and Pc
antr	7.34743260543974	-2.16680733526012	0.936067073057786	-2.31479922499779	0.0206239223735193	0.0483167909307484	depleted in absence of sd and Pc
CR45141	6.35302249789202	3.25061735636253	0.959397867232899	3.38818488906795	0.00070356820346066	0.00254379298041587	enriched in absence of sd and Pc
vg	390.090026230286	4.08045567543473	0.329300854052629	12.3912696405658	2.91393109405188e-35	4.97923579409757e-33	enriched in absence of sd and Pc
Mdr49	566.354543061096	1.19868305679818	0.0930354747547266	12.8841504808603	5.52808549533506e-38	1.18077779993628e-35	enriched in absence of sd and Pc
CG44250	19.3338714415833	2.13033475476843	0.766563473626931	2.77907156818852	0.00545145128821275	0.0154778296160989	enriched in absence of sd and Pc
Su(z)2	506.522220646035	1.22370534189705	0.122303412877588	10.0054880980456	1.44178932028868e-23	8.99660335980133e-22	enriched in absence of sd and Pc
CG13323	2.69153264204207	-4.12815366978732	1.75721053965301	-2.34926525685561	0.0188105009060355	0.0448247658363733	depleted in absence of sd and Pc
AQP	4.41989001306516	-5.03618780170821	1.74445223054082	-2.88697375229751	0.00388966677577992	0.0115731392656275	depleted in absence of sd and Pc
CG4630	20.3319831871187	-1.66079789099351	0.612127128554997	-2.71315844947769	0.00666452313140119	0.018413646373252	depleted in absence of sd and Pc
GstE14	167.593525778686	-3.07640407264753	0.907304143809878	-3.39070872059434	0.000697121492434039	0.00252459354954838	depleted in absence of sd and Pc
Mp20	492.484644699863	-4.34740260217677	0.693166351860701	-6.2718027072532	3.56891630523282e-10	4.41916983302352e-09	depleted in absence of sd and Pc
CG42319	207.107025604985	-5.66130116044078	1.05265168156945	-5.37813339356477	7.52620473322519e-08	6.48012061797924e-07	depleted in absence of sd and Pc
Dh31-R	111.472389275195	1.98738038288322	0.252883974498392	7.85886249544001	3.87637478181097e-15	9.08331111847562e-14	enriched in absence of sd and Pc
CG17047	20.2815942589612	-3.39046723348398	1.14997736839481	-2.94829039828545	0.00319536743649228	0.00968639359091695	depleted in absence of sd and Pc
CG18278	8.77606883996073	2.80740134828469	0.714363109479431	3.92993606617018	8.49684511453156e-05	0.000383480124693629	enriched in absence of sd and Pc
CG30059	20.3136612536904	-1.39415504021375	0.576345400680233	-2.41895751847467	0.0155650578679102	0.0382142125859591	depleted in absence of sd and Pc
CG6145	483.520546216706	1.0682288492996	0.127519261273869	8.37699998124517	5.42938558716301e-17	1.62544974977411e-15	enriched in absence of sd and Pc
CG42807	143.226928205921	-3.0092783351682	0.568974781505973	-5.28894853160835	1.23021498543922e-07	1.00766945746854e-06	depleted in absence of sd and Pc
CR44366	6.15784302271006	1.89989616825361	0.788015637591403	2.41098790128164	0.0159093761885115	0.0389219033757263	enriched in absence of sd and Pc
CG6191	98.5087150867716	1.26757248524622	0.271010414235673	4.67720950436957	2.90805111328828e-06	1.82175542669447e-05	enriched in absence of sd and Pc
Sox15	895.986944708567	5.42279302009797	0.4229290308913	12.8219928735318	1.23485284880944e-37	2.5878321871182e-35	enriched in absence of sd and Pc
Arc2	101.522269304745	2.66416886999727	0.238764018084669	11.1581673460216	6.53242840241296e-29	7.18373091738621e-27	enriched in absence of sd and Pc
CG17386	63.9431561904498	-1.92378731328566	0.259783484757154	-7.40534878529333	1.30806214156392e-13	2.56237146496482e-12	depleted in absence of sd and Pc
phyl	279.012989455023	-1.49694475249853	0.130538452175281	-11.4674620968272	1.92214036111081e-30	2.48246662684392e-28	depleted in absence of sd and Pc
Uhg5	378.725562495817	-1.44737136035847	0.158609072383233	-9.125400827396	7.14712850589997e-20	2.9401169005567e-18	depleted in absence of sd and Pc
snoRNA:Me28S-U1848	3.63352697456816	-3.65305489143767	1.31946909464994	-2.76857935229385	0.00563012734512642	0.0159119146112771	depleted in absence of sd and Pc
snoRNA:Me18S-A1061	2.45188511716965	-4.58652359034489	1.43904513763533	-3.18719925483475	0.00143657770752308	0.00477869679468667	depleted in absence of sd and Pc
snoRNA:Me28S-G2703a	7.98004463486755	-2.17838448803479	0.737500768691574	-2.95373860002823	0.00313949809529342	0.0095456899382491	depleted in absence of sd and Pc
snoRNA:Me28S-G2703b	9.79198050112775	-5.0126850529409	1.26059824648564	-3.97643346475812	6.99565601818501e-05	0.000324429024609523	depleted in absence of sd and Pc
snoRNA:Me28S-G2703c	11.0781612473267	-2.49730291615939	0.73491015671342	-3.3981064125274	0.000678540212745317	0.00246292357613145	depleted in absence of sd and Pc
snoRNA:Or-CD4	10.1559338205142	-2.09345691864785	0.665498340351648	-3.14569818091759	0.00165690896244576	0.00542389856937373	depleted in absence of sd and Pc
CG10131	218.559153324629	-1.72438384575084	0.239447908526238	-7.20149888284316	5.95542150175296e-13	1.0634544472664e-11	depleted in absence of sd and Pc
CG43236	29.9178302290273	-3.46076844310131	0.752635760109455	-4.59819826073373	4.2616035785336e-06	2.58371347962733e-05	depleted in absence of sd and Pc
AttA	17.7524219326778	-5.65498700619027	1.66826486514137	-3.38974171569037	0.000699585031862944	0.00253147531034721	depleted in absence of sd and Pc
AttB	28.222956171215	-5.22641073956231	2.17351335258606	-2.40459104304277	0.0161905727704088	0.0395141049793299	depleted in absence of sd and Pc
CR42254	54.4321718430387	1.1283441714132	0.308845500184666	3.65342597103903	0.000258764417173447	0.001040585221414	enriched in absence of sd and Pc
kn	42.3377281173038	2.20615407505914	0.59173307135207	3.72829267429354	0.000192781413812904	0.000802858328916356	enriched in absence of sd and Pc
CG10205	22.7982423004723	-5.82976326341393	1.32346296784564	-4.40493115791802	1.05817477102444e-05	5.92994307859156e-05	depleted in absence of sd and Pc
Cyp6a22	6.51184134280124	-2.32712827599095	0.969997676125898	-2.39910706310693	0.0164351085334372	0.0400054241685046	depleted in absence of sd and Pc
Cyp6a23	31.8390047690045	1.44511294376893	0.400345669553562	3.60966298294276	0.000306595086277571	0.00121489533474313	enriched in absence of sd and Pc
Cyp6a20	15.8947236877325	-3.39934441579988	1.06811905942032	-3.18255196910796	0.00145983314924027	0.0048502443280322	depleted in absence of sd and Pc
Cyp317a1	4.37155147583399	-3.51734262692895	1.09845717487104	-3.20207533565602	0.00136441310237364	0.00455912645248615	depleted in absence of sd and Pc
CR44370	1.68874789909415	-4.71530313595008	1.92242597209113	-2.45278788593403	0.0141753899379296	0.035309723265437	depleted in absence of sd and Pc
ItgaPS4	12.6245736782053	-2.30546331155906	0.725372914924347	-3.17831458016255	0.00148133932424377	0.00491434763272868	depleted in absence of sd and Pc
CG8157	93.9991451955894	-6.5597401324801	1.51044329161877	-4.34292380844693	1.40598905368372e-05	7.64381812005143e-05	depleted in absence of sd and Pc
CG12964	272.876858435178	1.66639001293719	0.155433275951307	10.7209347724178	8.11787065769021e-27	7.04415542148165e-25	enriched in absence of sd and Pc
CG30471	34.3597553987599	-2.38366542139176	0.555517048564909	-4.29089517153359	1.77954309947091e-05	9.38527312717163e-05	depleted in absence of sd and Pc
CG8192	31.7438768421856	2.60391486386258	0.45695067560311	5.69845938060116	1.20894929042325e-08	1.18620139299744e-07	enriched in absence of sd and Pc
CR45143	33.7232467188863	-1.58339400065355	0.387836946853137	-4.08262805671565	4.45292605556881e-05	0.000214757488924024	depleted in absence of sd and Pc
Cep89	4.37396020687138	-3.27843795958179	1.28457953240634	-2.55214868124238	0.0107060820664029	0.0277767936256801	depleted in absence of sd and Pc
CG30090	24.6837066648155	-3.26523085124404	0.651052323161998	-5.01531249498601	5.29473384278822e-07	3.86898742051637e-06	depleted in absence of sd and Pc
CG30088	5.67428138467085	-3.33553266359123	1.32916911730959	-2.5094870322768	0.0120906654838048	0.0307865707309995	depleted in absence of sd and Pc
CG33460	48.6291695573904	-2.42305414611185	0.502648701654482	-4.82057177932877	1.43147337973642e-06	9.63598474468629e-06	depleted in absence of sd and Pc
CG33462	9.47429296990906	-4.11865265221569	1.42788117296202	-2.88445056227746	0.00392097317500221	0.0116475659413612	depleted in absence of sd and Pc
CG33465	93.7868018079876	-2.66944432199637	0.363977772481377	-7.33408610036194	2.23239550881159e-13	4.27503739937419e-12	depleted in absence of sd and Pc
Poxn	62.9384713668606	1.61076716481032	0.27859918454777	5.7816650376237	7.3964869261713e-09	7.51626535123372e-08	enriched in absence of sd and Pc
CG8249	52.2241087539575	-1.03675982372482	0.302864040843957	-3.42318560115556	0.000618918022841104	0.00227100181027292	depleted in absence of sd and Pc
CG8314	793.292677374318	1.08598952017584	0.0965724027558192	11.2453401715782	2.44153634960373e-29	2.73920648838875e-27	enriched in absence of sd and Pc
Asph	117.519355091302	-3.40480610979283	0.362673703746501	-9.38806997755947	6.11097261422381e-21	2.82810720109099e-19	depleted in absence of sd and Pc
CG44243	8.2843098689401	-3.26583393438153	0.969005317044619	-3.37029516447034	0.00075087707258953	0.00269902642241162	depleted in absence of sd and Pc
krimp	58.0909691615443	1.45585049317146	0.336362176908182	4.32822294870826	1.50317266436354e-05	8.09294172713808e-05	enriched in absence of sd and Pc
CngA	74.3206804091148	-1.40574054968977	0.605588843662928	-2.32127880888144	0.0202718011759376	0.0475821842056507	depleted in absence of sd and Pc
JhI-26	40.8862238284634	-2.32951916360374	0.624419177813977	-3.73069765691555	0.000190950266678203	0.000796426816370558	depleted in absence of sd and Pc
Nox	575.554053660892	1.65458096922429	0.107163183985363	15.4398265121562	8.83375578461187e-54	5.16402765787811e-51	enriched in absence of sd and Pc
CG30098	4.07632757242631	-4.94784405971331	1.43967060706574	-3.43678896785823	0.000588654054117049	0.00217504343948039	depleted in absence of sd and Pc
DAT	50.2836746812982	-1.82729009953304	0.292630837632491	-6.24435248969864	4.25559323734631e-10	5.19987613720632e-09	depleted in absence of sd and Pc
CG4927	43.5291497139019	-1.51787184032577	0.383804889184986	-3.95480068935283	7.65984809347965e-05	0.000351057923215942	depleted in absence of sd and Pc
Lst	139.376555789196	-2.20368796583081	0.627026990945703	-3.51450256153588	0.000440578422705925	0.00168509109538385	depleted in absence of sd and Pc
CR44375	1.68366298625019	-4.87261216758578	1.72135314833785	-2.83068710931909	0.00464481345716434	0.0134699590257766	depleted in absence of sd and Pc
Idgf6	1369.62631215715	-1.66224190281981	0.374930379997609	-4.43346816235699	9.27292062579067e-06	5.25749511948223e-05	depleted in absence of sd and Pc
CG15919	44.5529117526272	-4.99979701064363	1.4092217345375	-3.54791363779564	0.000388295517452232	0.00150010376081459	depleted in absence of sd and Pc
ste24b	25.6498670011179	1.51240079333905	0.401552089844387	3.76638755366743	0.000165626628053393	0.000701607535388646	enriched in absence of sd and Pc
CG30456	62.8495831020032	-1.40855841198295	0.312360190397174	-4.50940438406037	6.50098865122794e-06	3.80635113068997e-05	depleted in absence of sd and Pc
Gbp1	13.9878035690009	-2.13141101016262	0.912583159792273	-2.33558003705414	0.0195131400246346	0.046074074458677	depleted in absence of sd and Pc
CG30457	23.1376082751804	-3.93917160449808	1.34476593241521	-2.92926189572881	0.00339768013222129	0.0102493300457854	depleted in absence of sd and Pc
CG12699	4.04744214419569	-6.24072735847458	1.99106826608516	-3.13436131988839	0.00172228641320812	0.00561145062819083	depleted in absence of sd and Pc
CG10764	47.3778352330812	-1.89954954992756	0.387119324972578	-4.90688381434359	9.25348108209863e-07	6.42365089867934e-06	depleted in absence of sd and Pc
insb	53.7603506395914	-1.45445383466566	0.381446716631773	-3.81299345688092	0.00013729374865161	0.000593826086821682	depleted in absence of sd and Pc
CG43110	27.9809678299629	-3.70723947540394	1.02708343831539	-3.60948228459854	0.000306808724850975	0.0012153083120256	depleted in absence of sd and Pc
veil	81.6015169665655	-2.50726614946195	0.53712730208182	-4.66791790278428	3.04267425063824e-06	1.89966177076104e-05	depleted in absence of sd and Pc
NT5E-2	102.636086487976	-3.89680232576317	0.755881168909116	-5.15531076318123	2.53210642568542e-07	1.95442015775455e-06	depleted in absence of sd and Pc
CG4847	22.3303634338447	-4.83911166093989	1.03767264716012	-4.66342798394415	3.10985046748511e-06	1.93833384637245e-05	depleted in absence of sd and Pc
CG5002	52.2710381655919	-2.73723850406264	0.530068960572942	-5.163929050107	2.41819386617225e-07	1.88087389856969e-06	depleted in absence of sd and Pc
olf186-M	30.2557819443754	-1.93210989680296	0.457863764923345	-4.21983577828315	2.44480341546723e-05	0.000124847961083193	depleted in absence of sd and Pc
Elk	29.1785687674028	-1.63081324825725	0.703655394834047	-2.31763056210472	0.0204694077498024	0.047985165022595	depleted in absence of sd and Pc
PPO1	1853.66480933028	-2.68925385417724	0.234181035651226	-11.4836534337582	1.5939965730527e-30	2.08288469845839e-28	depleted in absence of sd and Pc
CG5756	73.2598983379183	-1.20064837678449	0.301962698077791	-3.97614799585337	7.0040546432168e-05	0.000324682950426582	depleted in absence of sd and Pc
GstE1	393.129008531405	1.30342687213541	0.15776563788331	8.26179191884278	1.43501701770528e-16	4.06600357542156e-15	enriched in absence of sd and Pc
GstE2	13.4867538963527	-3.90914836777685	0.920233729555765	-4.24799509322916	2.1569211778358e-05	0.000111440510614085	depleted in absence of sd and Pc
GstE3	125.240269606976	-3.89907131095654	0.968731970689695	-4.02492271229633	5.69940307898286e-05	0.000269261037848841	depleted in absence of sd and Pc
CG5493	48.7547271207148	-4.0001641064865	1.5283652071303	-2.61728289012632	0.00886328521637027	0.023596478642911	depleted in absence of sd and Pc
pncr016:2R	4.00944791834694	-6.06968465726562	2.13790190223191	-2.83908473580057	0.00452431407697585	0.0131548577102018	depleted in absence of sd and Pc
Cyp12b2	15.5945968805572	-1.87914196512121	0.617497950793635	-3.04315498165793	0.00234111727597526	0.00737040521095727	depleted in absence of sd and Pc
Jabba	127.104382775586	-2.26311143255394	0.873174500057326	-2.59182034336248	0.00954696127968048	0.0251513517394239	depleted in absence of sd and Pc
CR43964	8.37258575755925	2.36868028989664	0.677599233700337	3.49569505408292	0.000472828729235028	0.00179239204628445	enriched in absence of sd and Pc
CG15093	2253.85124757316	1.22731954711304	0.200822960946804	6.11145031089422	9.87297439375897e-10	1.13636400612934e-08	enriched in absence of sd and Pc
CG15096	7.49375058048103	-4.166735989204	1.57433756435796	-2.64665982921093	0.00812910802406534	0.0219576855115014	depleted in absence of sd and Pc
CG15083	1075.44696379971	1.24447532200931	0.096481491340282	12.8985912709429	4.58400409867392e-38	9.98324186744535e-36	enriched in absence of sd and Pc
CG43071	9.95600433606519	-4.33621196587463	1.83929939623291	-2.35753459972622	0.0183967408244449	0.0439614028264005	depleted in absence of sd and Pc
tn	116.243700131828	-3.79958934033519	0.490594615695877	-7.74486555451839	9.56830346230765e-15	2.14697265769396e-13	depleted in absence of sd and Pc
CG15117	158.042869000041	1.67358280335257	0.26853773535747	6.23220718356302	4.59908657400793e-10	5.58273820519192e-09	enriched in absence of sd and Pc
wbl	986.962800888791	-1.36753026426338	0.460183945639376	-2.97170354859587	0.00296152489326703	0.00905911787097684	depleted in absence of sd and Pc
rib	5.88969939500944	5.28342764925012	1.35171306132899	3.90869023937338	9.2797857564797e-05	0.000414937924304428	enriched in absence of sd and Pc
Obp56a	430.600102085833	-3.58882173729501	0.68027881177044	-5.2755159725687	1.32383079694644e-07	1.07405322583522e-06	depleted in absence of sd and Pc
Obp56d	3358.37041577113	-4.56647788693377	1.48872684398725	-3.067371227554	0.00215950483515083	0.00686283839886132	depleted in absence of sd and Pc
Obp56e	31.6466935916783	-9.21942838967811	1.49749209069245	-6.15657902100503	7.43330934999929e-10	8.69987006853974e-09	depleted in absence of sd and Pc
Obp56h	12.5753623609762	-3.82083268260695	1.32018856602298	-2.89415677498032	0.00380178290890976	0.0113420367363042	depleted in absence of sd and Pc
CG9090	13.4652304219028	-7.6356321212085	1.57312871957772	-4.85378724969066	1.21125680601935e-06	8.25363763463614e-06	depleted in absence of sd and Pc
CG30154	33.1803252392765	-2.40174163494866	0.399011982624532	-6.01922182675071	1.75257557971106e-09	1.93113660355662e-08	depleted in absence of sd and Pc
CG30148	26.6483481562152	-3.79967203728756	0.873272620062066	-4.35107199057438	1.35473559506165e-05	7.39776217028013e-05	depleted in absence of sd and Pc
CG16799	35.3634962021518	-1.92941501242061	0.57464128267813	-3.35759902843828	0.000786225746384383	0.00281243457812926	depleted in absence of sd and Pc
dpr1	103.968835334658	-2.34120663094617	0.241133367580087	-9.70917735044941	2.75552037491253e-22	1.44365871717705e-20	depleted in absence of sd and Pc
CR44660	3.36759483198399	-6.13280627689716	1.72298275093427	-3.55941246281875	0.000371685394753055	0.00144498063686461	depleted in absence of sd and Pc
CG43668	2.36241335611793	-5.58311730274811	1.99772588123353	-2.79473643265848	0.00519420436077657	0.0148423019900039	depleted in absence of sd and Pc
insc	136.671661532783	1.59579340998545	0.2627253102618	6.07399952595082	1.2476309593718e-09	1.40257460179581e-08	enriched in absence of sd and Pc
Act57B	2530.53098442267	-3.82325250356916	0.801830046871846	-4.76815818824037	1.85917780428637e-06	1.2161300278097e-05	depleted in absence of sd and Pc
RIC-3	86.1202274413752	-1.25555100170142	0.344047249137908	-3.64935631616734	0.000262898237479073	0.00105606174454975	depleted in absence of sd and Pc
Cht12	7.35109421128392	-3.43960596469585	1.47925844428242	-2.32522314000674	0.0200600316330012	0.0471752907919807	depleted in absence of sd and Pc
CG34396	7.6745576863217	-4.47214316894026	1.2589839209398	-3.55218449938736	0.000382046875611155	0.00147905006880903	depleted in absence of sd and Pc
ktub	46.3948290203388	-1.38025046203051	0.336558153600944	-4.10107569007841	4.11234009525941e-05	0.000200197615304103	depleted in absence of sd and Pc
Pu	232.149856953837	-1.79037167895421	0.274083175812436	-6.53222027819548	6.48017504934913e-11	8.71371722434877e-10	depleted in absence of sd and Pc
Lapsyn	62.0399256496799	-1.14790047819176	0.267714559086407	-4.28777755722005	1.80469682457813e-05	9.49089376448356e-05	depleted in absence of sd and Pc
Glycogenin	955.63536425311	-1.15606913778105	0.118564157687838	-9.75057859243436	1.83419866223791e-22	9.93777782511046e-21	depleted in absence of sd and Pc
CG44245	266.985908522311	-1.79275952594678	0.517133041389242	-3.46672786780487	0.000526834974022779	0.0019708844919067	depleted in absence of sd and Pc
CG4302	12.3101143139506	-2.25865472498714	0.842076262645932	-2.68224485736018	0.00731299117365735	0.0199816464860547	depleted in absence of sd and Pc
Rgk3	7.21849358534823	-3.16476240651601	1.11318441113249	-2.84298124809021	0.00446936999165868	0.0130223747369761	depleted in absence of sd and Pc
CG17974	2.31726081212998	-5.59279601507092	1.87468420672482	-2.98332700249385	0.00285133176471112	0.00876549734587501	depleted in absence of sd and Pc
Fkbp14	2292.44634795714	-1.44722991840126	0.378575932652204	-3.82282600022231	0.000131930880682471	0.000574424261756255	depleted in absence of sd and Pc
CG30289	9.78166088864634	-3.21708588895026	1.31219238063199	-2.45168767662011	0.0142188016626	0.0353940452860821	depleted in absence of sd and Pc
CG30286	3.23808203338462	-4.61026814150563	1.60057802743494	-2.88037700285939	0.00397199898277862	0.011770809152007	depleted in absence of sd and Pc
CG30287	7.18718181970507	2.466104433548	0.869464175636835	2.83634967678998	0.00456324542020938	0.0132507102960171	enriched in absence of sd and Pc
CG4386	99.1650692382545	-1.78111279539568	0.335597315502382	-5.30729154590941	1.11266136104359e-07	9.21575670179805e-07	depleted in absence of sd and Pc
CG11073	586.525726625482	-1.38832330674138	0.176502630049298	-7.8657372207633	3.66930062789624e-15	8.63451738856855e-14	depleted in absence of sd and Pc
Swim	446.635176592438	-1.14916994226679	0.167592729357219	-6.85692002674749	7.03609931029401e-12	1.06908283227682e-10	depleted in absence of sd and Pc
dve	447.265779545363	1.00077914221203	0.123877102441354	8.07880651459231	6.5403702425773e-16	1.69728720290435e-14	enriched in absence of sd and Pc
CG4752	31.0736073543202	-2.89083973777311	1.03591294370195	-2.79062034638006	0.00526071388852178	0.0150091829334219	depleted in absence of sd and Pc
gas	10.5286959532791	-1.431273177169	0.619398328995298	-2.3107475596368	0.02084680259767	0.0487464076741727	depleted in absence of sd and Pc
CG4269	16.7932628001585	-4.25286599896164	1.27834731076636	-3.32684706506878	0.000878345649207019	0.0030941278546598	depleted in absence of sd and Pc
CG30195	52.557613891183	1.01125240295655	0.336722143729188	3.00322512727247	0.00267134741005658	0.00828326512660482	enriched in absence of sd and Pc
CG42566	40.2012995841381	-2.05146635966263	0.59089540235228	-3.47179272591392	0.000516995341730752	0.00193668373038903	depleted in absence of sd and Pc
CR45269	3.66242169990066	-3.52395280727007	1.32858468780132	-2.65241112563315	0.00799191643704054	0.0216397405817185	depleted in absence of sd and Pc
CR42868	15.9997351115745	-3.75374738672493	1.21644424682709	-3.08583594892739	0.00202980778831647	0.00650651518176941	depleted in absence of sd and Pc
Obp58c	3.48957720544445	-4.2160895036077	1.4805331262004	-2.84768333041474	0.00440387209673538	0.0128720545732736	depleted in absence of sd and Pc
CG3831	97.3126118374242	-1.00375381252734	0.226316327384546	-4.43518072304969	9.19950809898731e-06	5.22120268040123e-05	depleted in absence of sd and Pc
CG42694	43.7500428127667	-1.44455998163092	0.420013684389344	-3.43931646829831	0.000583185061653598	0.00215842601792286	depleted in absence of sd and Pc
PPO3	25.6226802022191	1.33719754591415	0.511806266220645	2.61270256768929	0.00898294408587366	0.023852153947358	enriched in absence of sd and Pc
CG9877	41.9992663430913	-4.0670163679218	0.762124831496385	-5.33641760489087	9.48009216241751e-08	7.98902759089311e-07	depleted in absence of sd and Pc
CG13545	10.9393606743792	-7.81583976088966	1.51584491296312	-5.15609459388001	2.52153549684587e-07	1.95032693338907e-06	depleted in absence of sd and Pc
CG34371	1970.49646283567	1.33701099466185	0.0675209489429472	19.8014248258207	2.89391698551968e-87	5.35712265969452e-84	enriched in absence of sd and Pc
CG3502	87.0609572679077	-3.06254980978058	0.536970630887574	-5.70338419573972	1.1745184273029e-08	1.15343732732567e-07	depleted in absence of sd and Pc
CG34423	25.326106578609	-2.99692615178208	0.565379636993592	-5.30073238526638	1.15339051356473e-07	9.50349290368209e-07	depleted in absence of sd and Pc
yellow-d	120.295141094098	-1.82587056329727	0.65207991274864	-2.8000717820012	0.00510912440113874	0.0146368441381088	depleted in absence of sd and Pc
yellow-d2	27.377721447541	-4.63256044770136	0.879406808872169	-5.26782417530128	1.3805023359384e-07	1.11595629150421e-06	depleted in absence of sd and Pc
Pde8	715.079139587535	-1.07904735907616	0.119196896071524	-9.05264645841689	1.3954450909663e-19	5.65664548370901e-18	depleted in absence of sd and Pc
l(2)efl	266.893398106645	-3.4879643263857	0.635519753087666	-5.48836493191511	4.05671291068915e-08	3.66921093640263e-07	depleted in absence of sd and Pc
CG13560	289.486044666533	-12.5069572399252	1.86416188014276	-6.70915834786159	1.95750160227704e-11	2.8273043298428e-10	depleted in absence of sd and Pc
CG11300	762.405047302586	-11.4012851809797	1.61432761758986	-7.06255970395989	1.63463043406913e-12	2.7634460017056e-11	depleted in absence of sd and Pc
CG5597	35.1364710798367	-3.10175491832676	0.609168627835922	-5.09178374688431	3.54710537465169e-07	2.6837669888458e-06	depleted in absence of sd and Pc
CG17658	18.1539793559025	1.23407911857134	0.477233790619876	2.58590054356462	0.00971249512626693	0.0254907096803986	enriched in absence of sd and Pc
CR45926	22.6110140165274	1.59275261634151	0.52436360608152	3.03749649645573	0.00238552177743661	0.00749320994965736	enriched in absence of sd and Pc
Unc-89	63.4005030409116	-2.30931377354589	0.662894791596438	-3.48368067274207	0.000494569184842469	0.00186399047711073	depleted in absence of sd and Pc
EbpIII	91.4486557202666	-2.03730991901166	0.858790577855393	-2.372301200718	0.017677673307501	0.0424899193738182	depleted in absence of sd and Pc
Mlp60A	99.7669808693991	-4.5190326081981	0.790797204619092	-5.71452779777441	1.10009066018468e-08	1.08804158171605e-07	depleted in absence of sd and Pc
nord	546.666925721031	1.45040849386271	0.0849220834768316	17.0792853222732	2.11695879248863e-65	1.95942177568094e-62	enriched in absence of sd and Pc
CG3394	67.8360076319022	-3.29674197464633	0.694821736910089	-4.74473062588272	2.08783985685856e-06	1.34276996468605e-05	depleted in absence of sd and Pc
CR44811	77.6352258158326	3.21101686967633	0.404824947650814	7.93186508961404	2.15878884883564e-15	5.23529863406494e-14	enriched in absence of sd and Pc
CG13578	1.21203335854714	-4.2510499012045	1.80169121067798	-2.35947751535337	0.0183006898554415	0.0437754762704146	depleted in absence of sd and Pc
SerT	8.45674891666651	-2.46652370854384	0.864441547611152	-2.85331462301872	0.00432657625649559	0.0126761494278281	depleted in absence of sd and Pc
prom	2.07390310195744	4.5221591892742	1.5306498643548	2.95440472349983	0.00313272868386507	0.00952771563299269	enriched in absence of sd and Pc
Start1	1017.76953390263	-1.58259012652744	0.336762236439043	-4.69942872235884	2.60890256416233e-06	1.65050779426917e-05	depleted in absence of sd and Pc
Cyp9c1	535.350902358341	3.17679348819764	0.278164971452219	11.4205375019454	3.30185492742982e-30	3.98627203032207e-28	enriched in absence of sd and Pc
Cpr60D	8.61709089651692	-5.7724727447162	1.53487994008586	-3.76086271893898	0.000169328345622913	0.000714834638857354	depleted in absence of sd and Pc
Mmp1	1523.24083994139	1.57117537817621	0.128583244395824	12.2191299928596	2.45700017628942e-34	3.79026402195092e-32	enriched in absence of sd and Pc
spz6	273.388566251188	-1.12923098255385	0.213247333631245	-5.29540493344015	1.18752962167745e-07	9.76305811100772e-07	depleted in absence of sd and Pc
CG3880	442.781075159483	1.25894417813913	0.0986597194816168	12.7604678459856	2.72559154044319e-37	5.40591879280402e-35	enriched in absence of sd and Pc
Lcp9	94.0240943765736	-6.39196990576694	0.996947603500416	-6.41154046945284	1.44056506187398e-10	1.87577445981644e-09	depleted in absence of sd and Pc
CG30427	14.8799111660197	-2.39167833109641	0.560274217497528	-4.26876385955947	1.96559219266988e-05	0.000102641431518497	depleted in absence of sd and Pc
CG30424	9.00083314883911	-2.41508315157423	0.739022072182519	-3.26794454791029	0.00108331588450338	0.00371255462177692	depleted in absence of sd and Pc
Phk-3	1707.21283034936	1.46612720549371	0.297836142368191	4.92259667962411	8.54033487692293e-07	5.96963495770818e-06	enriched in absence of sd and Pc
CG3829	68.1492388309056	-1.91392426297694	0.458434838425812	-4.1749101563682	2.98103677940698e-05	0.000150092364047476	depleted in absence of sd and Pc
Nplp1	278.840229902747	-2.3957240400636	0.224854775112012	-10.6545393081831	1.66064832265307e-26	1.38682864057953e-24	depleted in absence of sd and Pc
gsb-n	107.674335685229	-1.37603447310637	0.177077391291905	-7.77080836275725	7.79868114935719e-15	1.77864376849919e-13	depleted in absence of sd and Pc
gsb	101.482840712821	-1.55303907944518	0.254105071134538	-6.11179884175907	9.85143133226102e-10	1.13506066190273e-08	depleted in absence of sd and Pc
Kr	102.417339570855	1.39252175126265	0.453873242165381	3.06808514337412	0.00215435226436197	0.00685038379624059	enriched in absence of sd and Pc
CG30428	285.977811577652	-1.22508508394179	0.0978211129025184	-12.5237287492591	5.537143502445e-36	1.02501754802761e-33	depleted in absence of sd and Pc
CG13875	86.9286319007426	-1.34784043446092	0.190963568241639	-7.05810247929282	1.68791565103688e-12	2.84055744485858e-11	depleted in absence of sd and Pc
Kaz1-ORFB	22.6103328571315	-2.50996336515631	0.704138394964673	-3.56458813083505	0.000364427989727516	0.00141875278019752	depleted in absence of sd and Pc
