geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	w1118_vs_vgPc_change
egr	485.395216403204	-1.25404713350271	0.153491151306289	-8.17015914487654	3.0798290904192e-16	1.14025539024287e-14	depleted in absence of Pc and vg
CG2269	577.196769022801	1.33378669265849	0.273688441749562	4.87337603346425	1.09707119025386e-06	9.20980101330794e-06	enriched in absence of Pc and vg
KCNQ	6.72896794589954	-2.026065054564	0.837424974312892	-2.41939889149639	0.0155461819398034	0.0410243389891653	depleted in absence of Pc and vg
CG34221	16.9982721042466	-1.62158580508947	0.566093810104957	-2.8645178169124	0.00417644658902082	0.0137079764374274	depleted in absence of Pc and vg
CR30009	48.9028236845704	-1.95970294957896	0.620223463304405	-3.15967238507573	0.00157946632625466	0.00592673394787516	depleted in absence of Pc and vg
CG12910	12.6691371128563	-2.59916397137776	0.661688204895959	-3.928079648611	8.56268549932836e-05	0.000465064781618778	depleted in absence of Pc and vg
CG12896	8.61659217802282	-2.72477977739585	0.870370173511885	-3.13059875018642	0.00174450336729294	0.00645443001349856	depleted in absence of Pc and vg
CR45136	4.11771213812916	-5.86834568923971	1.65264554667758	-3.55087980059441	0.000383945722208781	0.00174487935211658	depleted in absence of Pc and vg
Obp47a	1.41357488455434	-4.65218432598511	1.88921268362753	-2.46249899034783	0.0137972561340439	0.0372137260516818	depleted in absence of Pc and vg
CG13229	12.2196045163916	-2.65788935311064	0.654907583275241	-4.05841896015058	4.94060725298146e-05	0.000285660201764003	depleted in absence of Pc and vg
CG7737	23.2464723517492	-1.7018124693327	0.626890009783055	-2.71469068381173	0.00663376980108139	0.0201244659235693	depleted in absence of Pc and vg
metro	110.93989697167	-2.07113614321148	0.186678762482583	-11.0946532731848	1.33175419438481e-28	1.54081185802418e-26	depleted in absence of Pc and vg
CG13227	50.5331261412767	-4.41050413622836	0.979366290429351	-4.50342653134897	6.68664905889803e-06	4.7395412314729e-05	depleted in absence of Pc and vg
Listericin	192.163651271747	-2.87502368407344	1.13011040479429	-2.54402018765306	0.0109584750978985	0.0307440724709166	depleted in absence of Pc and vg
CG34227	699.39995580175	-3.24001408643217	0.73683770194978	-4.39718825171217	1.096622277088e-05	7.40436694931088e-05	depleted in absence of Pc and vg
Or47a	4.65820897131702	-6.37618585232502	1.45511375841734	-4.38191571995038	1.17640318565877e-05	7.87601578246649e-05	depleted in absence of Pc and vg
Cpr47Ea	2.34729909747697	-5.51917223292853	2.04151569882321	-2.70346793615642	0.00686200680919716	0.0206660275568744	depleted in absence of Pc and vg
Cpr47Eb	32.4308710858488	2.54689331440705	0.683768712536421	3.72478773554791	0.000195479634678906	0.000966692921807039	enriched in absence of Pc and vg
Cpr47Ec	36.8933627150572	-2.88218964613907	0.675536241937704	-4.26652112382871	1.98544703513596e-05	0.000125797833538249	depleted in absence of Pc and vg
TpnC47D	98.0195526564803	-4.81770187375058	1.12252026273146	-4.29186183421537	1.77181189715865e-05	0.000113492011198046	depleted in absence of Pc and vg
CG18335	10.6380264544969	-2.2966106933267	0.655669174342325	-3.50269737117097	0.000460572418844585	0.00204868956992663	depleted in absence of Pc and vg
epsilonTry	1.87890590525684	-5.0178760890015	1.96603207995394	-2.55228596733735	0.0107018640327968	0.030144126452906	depleted in absence of Pc and vg
betaTry	6.55059399741442	-5.67732742897844	1.84594932960923	-3.07555973390683	0.00210107837359771	0.00758176656775495	depleted in absence of Pc and vg
CG13203	21.553191112551	-2.4990932603274	0.553818069890156	-4.51248053503033	6.40738166425983e-06	4.55321741170403e-05	depleted in absence of Pc and vg
CR43907	6.84801374129228	1.85411943321645	0.65825253789028	2.81672963868694	0.00485153463780598	0.0154889322282584	enriched in absence of Pc and vg
Twdlbeta	6.95109055391677	-3.23478382757423	1.07516615129698	-3.00863622210585	0.00262423127258747	0.0091600681158482	depleted in absence of Pc and vg
CG8888	180.021665571998	-3.99705337217824	0.635418980720226	-6.29042174290688	3.16604626887496e-10	5.03800514446907e-09	depleted in absence of Pc and vg
CG8407	5.49078477213163	-3.99970351990413	1.44340665165407	-2.77101641129384	0.00558816102441221	0.0174396472318478	depleted in absence of Pc and vg
CG34232	42.2437797113707	-1.6941939120838	0.454868056233672	-3.72458318157534	0.000195638198145192	0.000967046491677191	depleted in absence of Pc and vg
Cyp6g1	109.943658370762	-3.60612305628484	1.24538465669212	-2.89558975767623	0.00378446784243333	0.0125474878584797	depleted in absence of Pc and vg
Cyp6g2	268.124463109992	-1.96803881868858	0.617439345984	-3.18742048346815	0.00143547922107937	0.00544717038214165	depleted in absence of Pc and vg
CG8854	29.1784863280778	1.39216578443751	0.461160853650529	3.01882905588621	0.00253753667174469	0.00890784444155128	enriched in absence of Pc and vg
CG43315	48.6084122902787	-3.72049323691947	0.916017391790134	-4.06159672323324	4.87382173195005e-05	0.000281945510295673	depleted in absence of Pc and vg
CG17739	185.60422713376	1.16461944577077	0.240657789865542	4.83931746577353	1.30285789116227e-06	1.07509974718717e-05	enriched in absence of Pc and vg
Cpr49Af	2.54800572625386	-5.11532075523517	1.51531833769458	-3.37574001976223	0.000736174476450138	0.00305898744834213	depleted in absence of Pc and vg
Cpr49Ag	153.034470418049	-3.58203526630156	0.668981634906355	-5.35445979291042	8.58123988535108e-08	9.06868043830584e-07	depleted in absence of Pc and vg
Dh44-R2	18.7957060147773	-2.67593043937296	0.72175631694525	-3.70752617822387	0.000209293787015738	0.00102587206195225	depleted in absence of Pc and vg
vis	16.6529543452651	-3.54960564239788	0.687447377116921	-5.16345797591742	2.424290272708e-07	2.32125793611791e-06	depleted in absence of Pc and vg
Cyp301a1	53.6465558089378	-1.05044940229641	0.33007156894461	-3.18248980260607	0.00146014657440834	0.00552755555622136	depleted in absence of Pc and vg
CG33792	2.15315168790864	-4.56711873088621	1.75272237274974	-2.60572855227558	0.00916790858972784	0.0264076661582228	depleted in absence of Pc and vg
CG8646	12.3455068023315	-2.85632373853002	0.662854028060097	-4.30912933710203	1.63898502203733e-05	0.000106332982708929	depleted in absence of Pc and vg
Obp49a	15.1354861324379	-3.1469379666093	1.1218071052764	-2.80523982403725	0.00502791543348957	0.0159877059031688	depleted in absence of Pc and vg
Cyp9h1	20.1373206658504	-2.24224535512524	0.895527367885379	-2.50382672326351	0.012285818727422	0.0337685198231815	depleted in absence of Pc and vg
antr	7.34743260543974	-5.80469412758171	1.45015950921039	-4.00279699627137	6.25980116909072e-05	0.00035257409525908	depleted in absence of Pc and vg
CG30486	4.66338623758905	-4.84864071791502	1.34236273105039	-3.61201976616336	0.000303821401603725	0.00141847175603723	depleted in absence of Pc and vg
vg	390.090026230286	3.07580197996105	0.330473978159763	9.30724408950012	1.31192139079449e-20	8.09528382641912e-19	enriched in absence of Pc and vg
Mdr49	566.354543061096	1.04585792205445	0.0934417026568731	11.1926248379156	4.4311839673696e-29	5.46857336950824e-27	enriched in absence of Pc and vg
CG44250	19.3338714415833	3.41818457482498	0.748956097349563	4.56393183381696	5.02043857071877e-06	3.65652532491629e-05	enriched in absence of Pc and vg
Su(z)2	506.522220646035	1.34835917385289	0.121731733804267	11.0764804847101	1.63160850918578e-28	1.84921180729862e-26	enriched in absence of Pc and vg
Drl-2	52.149490512116	-1.40319416141803	0.394406222283238	-3.55773839797674	0.00037406156594042	0.00170624304431222	depleted in absence of Pc and vg
CG17724	203.024617725339	-1.15508959560124	0.1681336403916	-6.87006831536464	6.41711659389196e-12	1.32235461982111e-10	depleted in absence of Pc and vg
CG4630	20.3319831871187	-2.07344781875629	0.625978977618118	-3.31232819773895	0.000925229341668982	0.00373555881421933	depleted in absence of Pc and vg
Mp20	492.484644699863	-3.43754357109542	0.689333772682188	-4.98676215691563	6.13995744909241e-07	5.42533869427759e-06	depleted in absence of Pc and vg
CG42319	207.107025604985	-4.2673096090244	1.03575333362002	-4.12000567172677	3.78863072780205e-05	0.000225028457185547	depleted in absence of Pc and vg
Dh31-R	111.472389275195	2.287658994154	0.250975925679839	9.11505351741302	7.86316549709745e-20	4.34508354110753e-18	enriched in absence of Pc and vg
CG17047	20.2815942589612	-4.41704693530512	1.20354318069591	-3.67003611183365	0.000242516205494638	0.00116860194986071	depleted in absence of Pc and vg
AttC	55.221029204729	-6.19049680236894	2.26358602329407	-2.73481844235822	0.00624146914116294	0.0191375820616686	depleted in absence of Pc and vg
CG18278	8.77606883996073	-4.14016029047519	1.36612228210152	-3.03059275492258	0.00244074206101391	0.00861433812255531	depleted in absence of Pc and vg
Vmat	121.17955598327	-3.4514952792485	1.06239521075105	-3.24878655731938	0.00115898407326203	0.00453748188287676	depleted in absence of Pc and vg
CG42807	143.226928205921	-1.60489827754877	0.558090025758741	-2.87569783274098	0.0040313542965873	0.0132906655304824	depleted in absence of Pc and vg
stj	80.4972166120776	-1.32147282053408	0.320122582335965	-4.12802124389715	3.6589831750967e-05	0.000218027500674887	depleted in absence of Pc and vg
CG6329	308.371322208392	-1.02376015967772	0.261914869943432	-3.90875157221439	9.27743051156969e-05	0.000498762926873207	depleted in absence of Pc and vg
CG6357	536.262985735599	-1.27320350442499	0.276843748976897	-4.5989967594726	4.24530385217442e-06	3.14350599240675e-05	depleted in absence of Pc and vg
CG6701	1975.00267071889	-1.03081069728105	0.0625118284828192	-16.4898503579105	4.34023043257599e-61	3.44335281533011e-58	depleted in absence of Pc and vg
Sox15	895.986944708567	5.54835609685731	0.422869420173373	13.1207314413573	2.50505384700197e-39	6.32355297242067e-37	enriched in absence of Pc and vg
SmydA-1	21.0203413662443	-1.14788825834474	0.474480892579869	-2.419250756555	0.0155525148886121	0.041031302343899	depleted in absence of Pc and vg
Ih	93.0784459979505	-1.04201900827	0.27022958459005	-3.85605080898447	0.000115233546736347	0.000603415482289264	depleted in absence of Pc and vg
Arc1	784.094074629474	1.48165201299538	0.288043599889134	5.14384632592306	2.6916974235735e-07	2.55527207552401e-06	enriched in absence of Pc and vg
Arc2	101.522269304745	1.77146725408975	0.244823250644566	7.23569860879581	4.6313881969359e-13	1.13305790095522e-11	enriched in absence of Pc and vg
CG17386	63.9431561904498	-1.97532691483713	0.259908834486479	-7.60007607567447	2.95956715163853e-14	8.76584329419978e-13	depleted in absence of Pc and vg
phyl	279.012989455023	-1.54950271456695	0.130598696120496	-11.8646109080393	1.80740775870415e-32	2.99625044416821e-30	depleted in absence of Pc and vg
CG12869	10.6943246197201	-2.17559971999914	0.774261543581437	-2.80990285264027	0.00495564559259881	0.0157940762114763	depleted in absence of Pc and vg
scaRNA:PsiU5-44	4.06172225243107	-2.7959788834771	1.11751631096782	-2.50195800816155	0.0123508573104352	0.0339112775166922	depleted in absence of Pc and vg
snoRNA:Me28S-U1848	3.63352697456816	-3.72640181062677	1.3263003387059	-2.80962139711334	0.00495998093902145	0.0158033586602729	depleted in absence of Pc and vg
snoRNA:Me28S-G2703b	9.79198050112775	-2.47813520203775	0.851472029559702	-2.91041292726808	0.00360951525697386	0.0120574093110402	depleted in absence of Pc and vg
snoRNA:Me28S-G2703c	11.0781612473267	-3.34226012253283	0.817020805594044	-4.09078948742648	4.29907224332805e-05	0.000251844912482303	depleted in absence of Pc and vg
CG10131	218.559153324629	-1.89472307534592	0.240613659709144	-7.87454493496455	3.41985282976488e-15	1.12379601716564e-13	depleted in absence of Pc and vg
CG43236	29.9178302290273	-3.58896710412822	0.756402016257619	-4.74478786014482	2.08724963306383e-06	1.65475243928908e-05	depleted in absence of Pc and vg
AttA	17.7524219326778	-3.78077828552822	1.50732653869693	-2.50826757737356	0.0121324754838869	0.0334629762104624	depleted in absence of Pc and vg
kn	42.3377281173038	1.71207535269072	0.594658448084641	2.87909027140742	0.00398824157211372	0.0131680734665479	enriched in absence of Pc and vg
CG10205	22.7982423004723	-3.75682503759398	1.16375435329731	-3.22819418629852	0.00124574377754222	0.00482780046656016	depleted in absence of Pc and vg
Cyp6a22	6.51184134280124	-2.93033369397692	1.02504960239913	-2.85872379943222	0.00425348954015948	0.0139361381482452	depleted in absence of Pc and vg
Cyp6a20	15.8947236877325	2.20504475487514	0.681836428658412	3.23397909263048	0.00122078392034449	0.00474265372622114	enriched in absence of Pc and vg
Cyp317a1	4.37155147583399	-2.58546411755271	0.931126486382195	-2.77670558765682	0.00549128946046432	0.0172293084851348	depleted in absence of Pc and vg
CG8157	93.9991451955894	-5.38920406525419	1.46025078202718	-3.69060173196598	0.000223724190288972	0.00108958276030568	depleted in absence of Pc and vg
CG30471	34.3597553987599	-2.70328711471407	0.566496865770274	-4.7719365773337	1.8246296585047e-06	1.4611508015149e-05	depleted in absence of Pc and vg
CG42524	4.15870393469581	-2.45330785736763	0.992569588265588	-2.47167340846552	0.0134482311249698	0.0364049483560905	depleted in absence of Pc and vg
CR45143	33.7232467188863	-6.20060864838618	0.902719310552737	-6.86881135243416	6.47390484325471e-12	1.32912497401165e-10	depleted in absence of Pc and vg
CG33462	9.47429296990906	2.19775633832501	0.821467875926407	2.67540144019204	0.00746398160098839	0.0221723572190901	enriched in absence of Pc and vg
Poxn	62.9384713668606	1.17106957399686	0.282306214641259	4.14822456347622	3.35063651771688e-05	0.000201164971904223	enriched in absence of Pc and vg
CG8401	9.66357592503944	-3.88427529834634	0.943531111889502	-4.11674321005457	3.84263802645638e-05	0.000227627629652539	depleted in absence of Pc and vg
Asph	117.519355091302	-2.73265629934924	0.347274096995526	-7.86887453740741	3.57845815122726e-15	1.17244645090505e-13	depleted in absence of Pc and vg
CG7798	1.14307539802015	-4.43297016844094	1.83695283880226	-2.41321936785887	0.0158122994308848	0.0415784114059748	depleted in absence of Pc and vg
CG30099	5.33892862961099	-5.38756426064634	1.3849844276541	-3.88998183161659	0.000100251727463006	0.000533539021050125	depleted in absence of Pc and vg
JhI-26	40.8862238284634	-1.66306224973772	0.611749854519269	-2.71853313482943	0.00655720877364209	0.019941486515964	depleted in absence of Pc and vg
Nox	575.554053660892	1.242021467154	0.108360265428625	11.4619640533467	2.04816722301993e-30	2.84362416826029e-28	enriched in absence of Pc and vg
loopin-1	6.94360370382977	-4.89466530636138	1.74277060627606	-2.80855397074907	0.00497645402554854	0.0158422111956915	depleted in absence of Pc and vg
DAT	50.2836746812982	-1.45002245588875	0.27995777083605	-5.17943278216028	2.2256158865912e-07	2.15706070264995e-06	depleted in absence of Pc and vg
Lst	139.376555789196	-2.04630260399255	0.625867552327306	-3.26954576313042	0.00107720311240663	0.00426389699554543	depleted in absence of Pc and vg
CR44375	1.68366298625019	-4.92026113030515	1.72135314833785	-2.85836821750155	0.00425825942295088	0.0139435399206119	depleted in absence of Pc and vg
RpLP2	25583.5920629357	1.27615474702446	0.110743996262143	11.5234666446718	1.00485198509326e-30	1.44946636343258e-28	enriched in absence of Pc and vg
Idgf6	1369.62631215715	-1.24298622651624	0.374590511320401	-3.318253369886	0.000905822769275639	0.00366253130627758	depleted in absence of Pc and vg
CG15919	44.5529117526272	-4.18424063247574	1.37089213146679	-3.05220267622281	0.00227168658135336	0.00810784796243308	depleted in absence of Pc and vg
Cbp53E	30.1305653644208	-2.16432028640439	0.882793524820587	-2.45167213572874	0.0142194157095854	0.0381946917258441	depleted in absence of Pc and vg
ste24b	25.6498670011179	1.3654951339699	0.403371143550494	3.38520778147574	0.000711243937902524	0.00296649884276505	enriched in absence of Pc and vg
CG30456	62.8495831020032	-1.15278684243078	0.306205838042863	-3.76474481936366	0.000166719253173275	0.000837138673144468	depleted in absence of Pc and vg
Gbp1	13.9878035690009	-2.13837121377617	0.911050264860549	-2.34714954405231	0.018917660317125	0.0481923057665843	depleted in absence of Pc and vg
CG30457	23.1376082751804	-3.44157232299874	1.32554189324669	-2.59635122852979	0.00942196979453487	0.0270692753512413	depleted in absence of Pc and vg
CG12699	4.04744214419569	-6.28837629540235	1.99106826608516	-3.15829266254469	0.0015869615183436	0.00594747296790984	depleted in absence of Pc and vg
CG30101	52.3575833136396	1.85235321934827	0.473651213608001	3.91079588973944	9.19924883606075e-05	0.000495278995744676	enriched in absence of Pc and vg
insb	53.7603506395914	-1.86687339059393	0.389507754431974	-4.79290429869985	1.64384051959352e-06	1.3278644837182e-05	depleted in absence of Pc and vg
CG43110	27.9809678299629	-5.63405795627471	1.16429995958083	-4.83900897695048	1.30488153402864e-06	1.07597024487425e-05	depleted in absence of Pc and vg
veil	81.6015169665655	-3.3025531744576	0.552202280441631	-5.98069455963915	2.22188162252085e-09	3.07711211737395e-08	depleted in absence of Pc and vg
NT5E-2	102.636086487976	-5.5315965232145	0.802521970561616	-6.89276646138848	5.47176659682052e-12	1.14024224373144e-10	depleted in absence of Pc and vg
CG34193	53.6163529165647	-1.62082583377702	0.354721814289949	-4.56928716668145	4.89385855697512e-06	3.5737072315794e-05	depleted in absence of Pc and vg
CG4847	22.3303634338447	-4.66158879106462	1.01327377403164	-4.600522495038	4.21432504045143e-06	3.12264898094023e-05	depleted in absence of Pc and vg
swi2	32.9303977068653	-6.81885476010846	1.2234717230768	-5.57336522903883	2.49864965148981e-08	2.86699397511336e-07	depleted in absence of Pc and vg
CR45146	9.93554930920338	-6.16057454103969	1.28355647072149	-4.79961316978663	1.58972385122654e-06	1.28729164689046e-05	depleted in absence of Pc and vg
Uhg1	446.331154961191	-1.03448265737876	0.151861921328744	-6.81199505661036	9.62544154647899e-12	1.9438141683044e-10	depleted in absence of Pc and vg
CG6401	169.602211381074	-1.04767051815542	0.149633354986708	-7.00158409365669	2.53084445867546e-12	5.5334821658481e-11	depleted in absence of Pc and vg
CG5002	52.2710381655919	-2.30131476004566	0.51909090989443	-4.43335592317286	9.27775148785271e-06	6.34531932115641e-05	depleted in absence of Pc and vg
olf186-M	30.2557819443754	-1.42462688966512	0.439776453911176	-3.23943421025641	0.00119767092832622	0.00466428155712458	depleted in absence of Pc and vg
Elk	29.1785687674028	-2.98872463241712	0.744186973218607	-4.01609372371958	5.91707318986635e-05	0.000335653380591652	depleted in absence of Pc and vg
PPO1	1853.66480933028	-2.69425348312967	0.23411213500022	-11.5083888459141	1.19693647254199e-30	1.68283207601568e-28	depleted in absence of Pc and vg
CG5756	73.2598983379183	-1.34811051838474	0.303809070367206	-4.43736099371659	9.10684944356212e-06	6.24766996724178e-05	depleted in absence of Pc and vg
Dgp-1	1143.63347343515	1.65075058435315	0.0931098317850718	17.7290684850943	2.50144445286772e-70	3.08706039311131e-67	enriched in absence of Pc and vg
CR45310	11.7893142184013	-1.7620258397964	0.711217416433444	-2.4774784743496	0.0132314389793824	0.0359407172276842	depleted in absence of Pc and vg
CR45311	21.0256772808652	-1.1375492338193	0.424809833480512	-2.67778460893721	0.00741108594155676	0.0220211159852517	depleted in absence of Pc and vg
GstE1	393.129008531405	1.71534209608092	0.156456774212522	10.9636805738491	5.71277191142603e-28	6.28235223962464e-26	enriched in absence of Pc and vg
GstE2	13.4867538963527	-4.91734593057925	1.04704151798834	-4.69641924040112	2.64761845943347e-06	2.05070420006468e-05	depleted in absence of Pc and vg
GstE3	125.240269606976	-4.26626654443861	0.972874321889674	-4.38521857186237	1.15869373838219e-05	7.76681433446648e-05	depleted in absence of Pc and vg
GstE6	45.2130111383887	1.10616790754358	0.380943379369722	2.90375937068065	0.00368711423587215	0.0122760125353213	enriched in absence of Pc and vg
GstE7	30.7841310291432	-2.52972805215297	0.845896411349749	-2.9905884671108	0.00278440462085663	0.00962184851114352	depleted in absence of Pc and vg
GstE8	27.6841397114614	-1.29354787377908	0.550130737974072	-2.35134629732331	0.0187056159478421	0.0477726549396832	depleted in absence of Pc and vg
CG10924	207.596835288552	-2.01549174985134	0.788423723389046	-2.55635604315371	0.0105774827799942	0.029871370769742	depleted in absence of Pc and vg
CG5493	48.7547271207148	-4.49015255605465	1.53764666954925	-2.9201458598879	0.0034986759127165	0.0117472168568749	depleted in absence of Pc and vg
pncr016:2R	4.00944791834694	-5.15553972332278	2.13790190223191	-2.41149498858696	0.0158872701847588	0.0417557761339603	depleted in absence of Pc and vg
Cyp12b2	15.5945968805572	-2.31383332904728	0.637039982194723	-3.63216343356611	0.000281055018884878	0.00132417959207891	depleted in absence of Pc and vg
Jabba	127.104382775586	-2.36453786567258	0.873445153706512	-2.70713948739487	0.00678657359817984	0.020483280694289	depleted in absence of Pc and vg
Mctp	23.9359126407706	-1.44378654753394	0.609139413946929	-2.37020707325257	0.0177781251729785	0.0458360344234616	depleted in absence of Pc and vg
CG15080	65.4252831168787	-1.06843448852622	0.264246289551772	-4.04332825387464	5.26977612553259e-05	0.000302957574670241	depleted in absence of Pc and vg
Jheh1	163.791718715352	-1.18788800910613	0.212591860024942	-5.5876457780028	2.30168523967913e-08	2.66472848310236e-07	depleted in absence of Pc and vg
Jheh3	62.136052803646	-1.99599281174251	0.615370511674251	-3.2435626567675	0.00118044844294492	0.00460528305436924	depleted in absence of Pc and vg
CG43071	9.95600433606519	-7.20912293095092	2.05869401182014	-3.50179428781511	0.000462136284850003	0.00205482294468734	depleted in absence of Pc and vg
tn	116.243700131828	-2.64324472379333	0.469516080856183	-5.62972139095483	1.80500949153533e-08	2.12826331448863e-07	depleted in absence of Pc and vg
CG15905	1182.82289992666	-1.30738605509033	0.203416122248224	-6.42715061441862	1.30017984315025e-10	2.20138681674845e-09	depleted in absence of Pc and vg
Obp56a	430.600102085833	-2.25396560918739	0.677077798755258	-3.32896103421363	0.000871705991498574	0.00354523560877871	depleted in absence of Pc and vg
Obp56b	5.11289932514525	-4.67185729577353	1.87328787348257	-2.49393452117331	0.0126335847505461	0.0345448611088912	depleted in absence of Pc and vg
Obp56e	31.6466935916783	-3.51405350795702	0.961728681897442	-3.65389280168288	0.000258294142409709	0.00123233377995904	depleted in absence of Pc and vg
Obp56h	12.5753623609762	-4.59731901162315	1.42059181813632	-3.23619983793403	0.00121132548654438	0.0047092027228031	depleted in absence of Pc and vg
CG16894	4.12763257601959	-3.24999203166903	1.20580061378546	-2.69529804058242	0.00703256956163128	0.0210711492098836	depleted in absence of Pc and vg
CG9864	13.1946332520248	-4.01479049085612	1.06510136644946	-3.76939755906944	0.000163642055359205	0.000824295831689201	depleted in absence of Pc and vg
CG13868	220.258652817981	-1.06203374651798	0.318560444232008	-3.33385316899075	0.000856518591660765	0.0034924199697416	depleted in absence of Pc and vg
CG16799	35.3634962021518	-2.55239143863683	0.59128127866519	-4.3167127570804	1.58370030029596e-05	0.00010316808935711	depleted in absence of Pc and vg
dpr1	103.968835334658	-3.29935552382667	0.264663518289661	-12.466227099028	1.14101743489726e-35	2.3911850281894e-33	depleted in absence of Pc and vg
CR44660	3.36759483198399	-6.18045523764132	1.72298275093427	-3.58706738897417	0.000334417919156779	0.00154251653989798	depleted in absence of Pc and vg
CG43668	2.36241335611793	-5.63076623975236	1.99772588123353	-2.81858802183388	0.00482353837256971	0.0154217158042982	depleted in absence of Pc and vg
insc	136.671661532783	1.30945428377007	0.263928185859599	4.9614037223999	6.99855574622755e-07	6.14975938871435e-06	enriched in absence of Pc and vg
Act57B	2530.53098442267	-3.36700994547895	0.801559995083431	-4.20057134354427	2.66242253005368e-05	0.000163921990251143	depleted in absence of Pc and vg
RIC-3	86.1202274413752	-1.75698602686019	0.350638929467675	-5.01081277406242	5.42006275072556e-07	4.84822048578078e-06	depleted in absence of Pc and vg
Cht12	7.35109421128392	2.40440991428732	0.912846248342161	2.63397030842162	0.00843928675281451	0.0246062102638962	enriched in absence of Pc and vg
ktub	46.3948290203388	-1.39756325986382	0.335668695450983	-4.16351980033809	3.13378835881495e-05	0.000189683854503311	depleted in absence of Pc and vg
Lapsyn	62.0399256496799	-1.05922324233163	0.26471738151842	-4.00133620337251	6.29857890567258e-05	0.000354398763451395	depleted in absence of Pc and vg
CG44245	266.985908522311	-1.63405069285184	0.51647007648736	-3.1638826085829	0.00155679575104473	0.0058495705029952	depleted in absence of Pc and vg
CG4302	12.3101143139506	-2.31860981983602	0.842719919617015	-2.75134094479426	0.00593518345802464	0.018347365062143	depleted in absence of Pc and vg
Rgk3	7.21849358534823	-3.19126877220733	1.11089547739283	-2.87269940075457	0.0040698115484409	0.0133896317738546	depleted in absence of Pc and vg
CG17974	2.31726081212998	-5.6404449634133	1.87468420672482	-3.00874405576152	0.00262330009913407	0.00915969638512483	depleted in absence of Pc and vg
cv-2	429.747844085474	1.05964806306718	0.107138386111902	9.89046131384151	4.57912866930658e-23	3.48358781712248e-21	enriched in absence of Pc and vg
Acox57D-d	13.7956836144125	-2.12987479538509	0.539906472599737	-3.9448958356239	7.98346747024888e-05	0.000437888262676812	depleted in absence of Pc and vg
CG30286	3.23808203338462	-3.77194743112205	1.49053200739288	-2.53060478568296	0.0113866067832455	0.0317686615276331	depleted in absence of Pc and vg
CG33225	46.8990598009569	-1.59031390978482	0.459047047296625	-3.46438108936837	0.000531453040196683	0.002321214674583	depleted in absence of Pc and vg
CG30285	10.6444065616212	2.30685811395721	0.616489179345138	3.74192798713459	0.000182613850147199	0.000908732989957411	enriched in absence of Pc and vg
CG4386	99.1650692382545	-1.13800785344884	0.325956837486006	-3.49128388355312	0.000480705190749718	0.002126321208147	depleted in absence of Pc and vg
CG13488	1.85035118435253	-3.98455353353287	1.58467847376493	-2.51442396643797	0.0119227008193164	0.0329662529251051	depleted in absence of Pc and vg
CG44163	5.84763716808484	-2.4953731809946	1.02243969323298	-2.44060671500748	0.0146626131245453	0.039110865507763	depleted in absence of Pc and vg
Oatp58Dc	10.8114262847181	-3.51050777887049	1.33331122331605	-2.63292449465742	0.00846531641894454	0.0246524041597318	depleted in absence of Pc and vg
CG6044	513.042701853355	1.18004980292061	0.111092729884455	10.6222054687823	2.34943620543608e-26	2.2691467768503e-24	enriched in absence of Pc and vg
gas	10.5286959532791	-2.80787549239704	0.734646685261314	-3.82207603835887	0.000132332868066198	0.00068300240037698	depleted in absence of Pc and vg
CG34446	17.4853708226684	-1.52939243350389	0.487885005356939	-3.13473957328322	0.00172006738406658	0.00637463744905821	depleted in absence of Pc and vg
Cyp6d2	70.482773513434	-1.09768971553247	0.423356495857932	-2.59282596646594	0.00951909264502772	0.0273059302707446	depleted in absence of Pc and vg
CR45269	3.66242169990066	-2.95976604101141	1.18440039496687	-2.49895732354446	0.0124559310195885	0.0341178855325695	depleted in absence of Pc and vg
CR42868	15.9997351115745	-4.27087122048285	1.24947536361214	-3.41813159735785	0.000630526126543216	0.00268733811882385	depleted in absence of Pc and vg
Obp58c	3.48957720544445	-5.16702050053333	1.59512120095814	-3.23926514012205	0.00119838115516032	0.00466541166854737	depleted in absence of Pc and vg
CG13532	191.59799417336	-1.07528233567785	0.159122945976221	-6.75755673753387	1.40338093748898e-11	2.77849413060429e-10	depleted in absence of Pc and vg
CG9896	103.585798800947	-1.01291579473181	0.205374314431741	-4.93204711375172	8.13722826796716e-07	7.03347816126936e-06	depleted in absence of Pc and vg
CG9877	41.9992663430913	-2.93109854123169	0.726671811423227	-4.03359328813233	5.4930358959823e-05	0.000314004887785257	depleted in absence of Pc and vg
CG13545	10.9393606743792	-6.90169380673491	1.51584491296312	-4.55303425021476	5.28776602623328e-06	3.82613793181583e-05	depleted in absence of Pc and vg
CG34371	1970.49646283567	1.05401724843996	0.0678905526807691	15.5252418314533	2.3411982492336e-54	1.44464938634654e-51	enriched in absence of Pc and vg
CG3502	87.0609572679077	-3.02964246863011	0.534041185284764	-5.67305022929014	1.40277076830411e-08	1.68438647822203e-07	depleted in absence of Pc and vg
yellow-d	120.295141094098	-2.14135411886907	0.654492694976255	-3.27177695840709	0.00106873853146299	0.00423491932535122	depleted in absence of Pc and vg
yellow-d2	27.377721447541	-6.25975308898192	1.1111889129814	-5.63338332110114	1.76708087222674e-08	2.08797523913005e-07	depleted in absence of Pc and vg
CG30414	73.4492469516446	-1.75741989774527	0.552327491269414	-3.18184397033395	0.00146340634097883	0.00553423705456311	depleted in absence of Pc and vg
