geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	w1118_vs_PcKD_change
Lcp65Ac	69.5043092154384	-2.89119990695225	0.996631103370908	-2.90097298506271	0.00372005947923239	0.0208067335482353	depleted in absence of Pc
Cpr65Ay	9.57720234040779	-3.09641171590907	1.18260937278247	-2.61828781943758	0.00883722313875708	0.0413439936793107	depleted in absence of Pc
jv	29.2754321241571	1.84467274123282	0.670658341961542	2.75054021670336	0.00594970877624272	0.0301787853281336	enriched in absence of Pc
unc-13-4A	39.9729680896416	2.68276416075237	0.608690298364124	4.40743702990239	1.04600997063983e-05	0.000154132203011834	enriched in absence of Pc
CG8607	66.9213395623522	1.1529108662637	0.296159879547323	3.89286647477677	9.90666844589468e-05	0.0010459195005609	enriched in absence of Pc
CG8563	30.0753585753348	-1.96092903689588	0.502897293051895	-3.89926345595487	9.64857457234851e-05	0.00102394872741369	depleted in absence of Pc
CG42458	64.5630024916005	1.02698330840281	0.270697070765197	3.79384714248946	0.000148331008918795	0.00147053036044276	enriched in absence of Pc
mthl6	50.6865084213306	-3.00217885887734	0.652290429335338	-4.60251863872426	4.17412194663064e-06	6.81773251283004e-05	depleted in absence of Pc
CG32373	403.843093568497	-1.75197967578364	0.142629298834732	-12.2834487030165	1.11156819254057e-34	7.5890465732053e-32	depleted in absence of Pc
CG32365	79.6719946265962	2.13965003339313	0.259950810845841	8.2309804167605	1.85687327546556e-16	2.16093627432304e-14	enriched in absence of Pc
CG32368	22.8307892324012	2.08877277604677	0.459554443363812	4.54521288219417	5.48797591735223e-06	8.70005593956721e-05	enriched in absence of Pc
tut	117.081429298061	2.85305739685802	0.305535337347773	9.33789662964762	9.82667920551758e-21	2.05377595395317e-18	enriched in absence of Pc
Dscam4	369.522599896252	2.86675189579712	0.225463290508096	12.7149386019192	4.88493067267098e-37	3.84819807837104e-34	enriched in absence of Pc
Cpr66Cb	30.1724200402835	-2.5299134386937	0.391148335456739	-6.46791308913419	9.93656165577555e-11	4.80001546777346e-09	depleted in absence of Pc
ImpE1	4761.32466085895	1.13323539505476	0.402144573425147	2.81798007468498	0.00483268087574155	0.0256299766175397	enriched in absence of Pc
