geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	w1118_vs_sdPc_change
CG40472	299.960970166576	-1.01143417720389	0.167149391059236	-6.0510790424923	1.43878826637512e-09	1.60770837772922e-08	depleted in absence of sd and Pc
CR45180	1.87912783177524	4.72403448535855	1.51796898991929	3.1120757516988	0.00185776822059602	0.00600355880889146	enriched in absence of sd and Pc
CG41284	4.69723652794703	2.73747806799591	1.17729874542292	2.32521955760051	0.0200602230915775	0.0471752906792614	enriched in absence of sd and Pc
CG42598	15.3893184551864	1.5350238068439	0.570079388711264	2.69264919455168	0.00708868118126594	0.0194404893531656	enriched in absence of sd and Pc
CR45177	20.9236932470285	1.69481278156407	0.480096816496511	3.53014792710334	0.000415327380246012	0.00159510415366268	enriched in absence of sd and Pc
CR46123	25.4657265305799	9.01758798709458	1.26408145734207	7.13370798592003	9.7700494382694e-13	1.70354692481724e-11	enriched in absence of sd and Pc
spok	2411.79619310388	-4.26060655840853	0.746759163888391	-5.70546270396396	1.16027462255362e-08	1.1414676911163e-07	depleted in absence of sd and Pc
CG42402	78.1132912576431	2.95830483982553	0.34309300969722	8.6224573401721	6.55323801133332e-18	2.20762820272439e-16	enriched in absence of sd and Pc
TwdlV	14.3218589653512	1.68576308018008	0.599385432587699	2.81248590394033	0.0049160178159197	0.0141456502283472	enriched in absence of sd and Pc
CG1092	168.42378621514	-1.56670058971065	0.196094992404487	-7.98949820441617	1.35489100237156e-15	3.36661618866686e-14	depleted in absence of sd and Pc
CR44922	36.9308590270651	7.27447462524459	1.21893774260145	5.96788036911503	2.40355485836991e-09	2.59439104100239e-08	enriched in absence of sd and Pc
CR44923	6.04683849937559	-3.14091799778485	1.02026546057881	-3.07853016606379	0.00208024467757252	0.00664860207227589	depleted in absence of sd and Pc
Nep2	2418.03724600991	-1.30998673085895	0.139254934776687	-9.40711173330896	5.09957173096599e-21	2.36991394208533e-19	depleted in absence of sd and Pc
CG14655	9.62005391443092	-2.07987845335371	0.77209165567208	-2.69382325022441	0.00706376125456857	0.01939609301718	depleted in absence of sd and Pc
opa	225.43395228769	-1.31865628025015	0.244235182505608	-5.39912500206588	6.69667035948955e-08	5.82002485781303e-07	depleted in absence of sd and Pc
CG14661	13.1842012904222	-4.60762702116049	1.43876709581542	-3.20248289981161	0.00136248389101914	0.00455405012866372	depleted in absence of sd and Pc
CG1124	61.4524081646626	-1.37757211647273	0.353850092578674	-3.89309525520738	9.89732671475492e-05	0.000440953099963028	depleted in absence of sd and Pc
CG14662	4.63181095916586	-4.2368108237561	1.27504996968387	-3.32285865220368	0.000891000501200709	0.00312977310779136	depleted in absence of sd and Pc
CG43131	8.83695837164517	-2.92355630510181	0.790903074041987	-3.69647862178698	0.00021861065869263	0.000897305464190334	depleted in absence of sd and Pc
CG14664	3.58956261769908	-3.83033132837157	1.34327564153771	-2.8514857337745	0.00435154389044916	0.0127325073738722	depleted in absence of sd and Pc
rtp	9.57533970846966	2.0459622767641	0.849195197998223	2.40929562671454	0.0159833452087841	0.0390774462198979	enriched in absence of sd and Pc
